name_last,name_suffix,name_first,name_middle,race
d'arco,,alphonse,,"GreaterEuropean,WestEuropean,Italian"
gangitano,,alphonse,,"GreaterEuropean,WestEuropean,Italian"
persico,,alphonse,,"GreaterEuropean,WestEuropean,Italian"
ford,,alphonso,,"GreaterEuropean,WestEuropean,Italian"
sgroia,,alphonso,,"GreaterEuropean,WestEuropean,Italian"
liguori,,alphonsus,,"GreaterEuropean,WestEuropean,Italian"
countess of bertinoro,,alrude,,"GreaterEuropean,WestEuropean,Italian"
qadhafi,,al-saadi,,"GreaterEuropean,WestEuropean,Italian"
,,altichiero,,"GreaterEuropean,WestEuropean,Italian"
spinelli,,altiero,,"GreaterEuropean,WestEuropean,Italian"
melone,,altobello,,"GreaterEuropean,WestEuropean,Italian"
ceccoli,,alvin,,"GreaterEuropean,WestEuropean,Italian"
cornaro,,alvise,,"GreaterEuropean,WestEuropean,Italian"
mocenigo,,alvise,giovanni,"GreaterEuropean,WestEuropean,Italian"
mocenigo,,alvise,ii,"GreaterEuropean,WestEuropean,Italian"
mocenigo,,alvise,i,"GreaterEuropean,WestEuropean,Italian"
vivarini,,alvise,,"GreaterEuropean,WestEuropean,Italian"
,,alypius of antioch,,"GreaterEuropean,WestEuropean,Italian"
,,alzira,,"GreaterEuropean,WestEuropean,Italian"
bordiga,,amadeo,,"GreaterEuropean,WestEuropean,Italian"
giannini,,amadeo,,"GreaterEuropean,WestEuropean,Italian"
i of spain,,amadeo,,"GreaterEuropean,WestEuropean,Italian"
iii of savoy,,amadeus,,"GreaterEuropean,WestEuropean,Italian"
ii of savoy,,amadeus,,"GreaterEuropean,WestEuropean,Italian"
i of savoy,,amadeus,,"GreaterEuropean,WestEuropean,Italian"
iv of savoy,,amadeus,,"GreaterEuropean,WestEuropean,Italian"
ix,,amadeus,,"GreaterEuropean,WestEuropean,Italian"
vi,,amadeus,,"GreaterEuropean,WestEuropean,Italian"
vii,,amadeus,,"GreaterEuropean,WestEuropean,Italian"
viii,,amadeus,,"GreaterEuropean,WestEuropean,Italian"
,,amafanius,,"GreaterEuropean,WestEuropean,Italian"
,,amalteo,,"GreaterEuropean,WestEuropean,Italian"
,,amati,,"GreaterEuropean,WestEuropean,Italian"
manucci,,amatino,,"GreaterEuropean,WestEuropean,Italian"
,,amatus of montecassino,,"GreaterEuropean,WestEuropean,Italian"
,,amatus of nusco,,"GreaterEuropean,WestEuropean,Italian"
de oliveira,,amauri,carvalho,"GreaterEuropean,WestEuropean,Italian"
vii of narbonne,,amaury,,"GreaterEuropean,WestEuropean,Italian"
,,ambiorix,,"GreaterEuropean,WestEuropean,Italian"
angiolini,,ambra,,"GreaterEuropean,WestEuropean,Italian"
polidori,,ambra,,"GreaterEuropean,WestEuropean,Italian"
bergognone,,ambrogio,,"GreaterEuropean,WestEuropean,Italian"
besozzi,,ambrogio,,"GreaterEuropean,WestEuropean,Italian"
calepino,,ambrogio,,"GreaterEuropean,WestEuropean,Italian"
casati,,ambrogio,,"GreaterEuropean,WestEuropean,Italian"
fogar,,ambrogio,,"GreaterEuropean,WestEuropean,Italian"
levati,,ambrogio,,"GreaterEuropean,WestEuropean,Italian"
lorenzetti,,ambrogio,,"GreaterEuropean,WestEuropean,Italian"
,,ambrose,,"GreaterEuropean,WestEuropean,Italian"
spinola,,ambrosio,,"GreaterEuropean,WestEuropean,Italian"
aurelianus,,ambrosius,,"GreaterEuropean,WestEuropean,Italian"
bucci,,ambrossini,,"GreaterEuropean,WestEuropean,Italian"
gordini,,amédée,,"GreaterEuropean,WestEuropean,Italian"
,,amedeo,,"GreaterEuropean,WestEuropean,Italian"
amadei,,amedeo,,"GreaterEuropean,WestEuropean,Italian"
avogadro,,amedeo,,"GreaterEuropean,WestEuropean,Italian"
carboni,,amedeo,,"GreaterEuropean,WestEuropean,Italian"
guillet,,amedeo,,"GreaterEuropean,WestEuropean,Italian"
maiuri,,amedeo,,"GreaterEuropean,WestEuropean,Italian"
obici,,amedeo,,"GreaterEuropean,WestEuropean,Italian"
piccinini,,amelia,,"GreaterEuropean,WestEuropean,Italian"
sbigoli,,americo,,"GreaterEuropean,WestEuropean,Italian"
dumini,,amerigo,,"GreaterEuropean,WestEuropean,Italian"
vespucci,,amerigo,,"GreaterEuropean,WestEuropean,Italian"
aspertini,,amico,,"GreaterEuropean,WestEuropean,Italian"
ponchielli,,amilcare,,"GreaterEuropean,WestEuropean,Italian"
marcellinus,,ammianus,,"GreaterEuropean,WestEuropean,Italian"
saccas,,ammonius,,"GreaterEuropean,WestEuropean,Italian"
,,amongst the medici,,"GreaterEuropean,WestEuropean,Italian"
,,amora,,"GreaterEuropean,WestEuropean,Italian"
,,amphibalus,,"GreaterEuropean,WestEuropean,Italian"
,,amphilochius of iconium,,"GreaterEuropean,WestEuropean,Italian"
,,amulius,,"GreaterEuropean,WestEuropean,Italian"
adams,,amy,,"GreaterEuropean,WestEuropean,Italian"
fisher,,amy,,"GreaterEuropean,WestEuropean,Italian"
,,amyntas of galatia,,"GreaterEuropean,WestEuropean,Italian"
bárbara,,ana,,"GreaterEuropean,WestEuropean,Italian"
angelini,,anacleto,,"GreaterEuropean,WestEuropean,Italian"
alexander,,anais,,"GreaterEuropean,WestEuropean,Italian"
,,anamor,,"GreaterEuropean,WestEuropean,Italian"
rhodri,,anarawd,ap,"GreaterEuropean,WestEuropean,Italian"
alfieri,,anastase,,"GreaterEuropean,WestEuropean,Italian"
,,anastasia,,"GreaterEuropean,WestEuropean,Italian"
,,anastasia of sirmium,,"GreaterEuropean,WestEuropean,Italian"
ballestrero,,anastasio,,"GreaterEuropean,WestEuropean,Italian"
ii,,anastasios,,"GreaterEuropean,WestEuropean,Italian"
germonius,,anastasius,,"GreaterEuropean,WestEuropean,Italian"
i,,anastasius,,"GreaterEuropean,WestEuropean,Italian"
,,anaxilas of rhegium,,"GreaterEuropean,WestEuropean,Italian"
,,anaxilaus,,"GreaterEuropean,WestEuropean,Italian"
de medici,,ancestors of cosimo,i,"GreaterEuropean,WestEuropean,Italian"
cruz,,andré,,"GreaterEuropean,WestEuropean,Italian"
da bolsena,,andrea,adami,"GreaterEuropean,WestEuropean,Italian"
alciato,,andrea,,"GreaterEuropean,WestEuropean,Italian"
ammonio,,andrea,,"GreaterEuropean,WestEuropean,Italian"
anastasi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
andreani,,andrea,,"GreaterEuropean,WestEuropean,Italian"
antico,,andrea,,"GreaterEuropean,WestEuropean,Italian"
appiani,,andrea,,"GreaterEuropean,WestEuropean,Italian"
apuzzo,,andrea,,"GreaterEuropean,WestEuropean,Italian"
ardito,,andrea,,"GreaterEuropean,WestEuropean,Italian"
argoli,,andrea,,"GreaterEuropean,WestEuropean,Italian"
bacci,,andrea,,"GreaterEuropean,WestEuropean,Italian"
baldini,,andrea,,"GreaterEuropean,WestEuropean,Italian"
barbiani,,andrea,,"GreaterEuropean,WestEuropean,Italian"
bargnani,,andrea,,"GreaterEuropean,WestEuropean,Italian"
barzagli,,andrea,,"GreaterEuropean,WestEuropean,Italian"
beccari,,andrea,,"GreaterEuropean,WestEuropean,Italian"
belfi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
bellunello,,andrea,,"GreaterEuropean,WestEuropean,Italian"
benvenuti,,andrea,,"GreaterEuropean,WestEuropean,Italian"
bettinelli,,andrea,,"GreaterEuropean,WestEuropean,Italian"
boattini,,andrea,,"GreaterEuropean,WestEuropean,Italian"
bocelli,,andrea,,"GreaterEuropean,WestEuropean,Italian"
bolgi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
bonomì,,andrea,,"GreaterEuropean,WestEuropean,Italian"
bonomi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
branzi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
bregno,,andrea,,"GreaterEuropean,WestEuropean,Italian"
bruschi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
camassei,,andrea,,"GreaterEuropean,WestEuropean,Italian"
camilleri,,andrea,,"GreaterEuropean,WestEuropean,Italian"
campagnolo,,andrea,,"GreaterEuropean,WestEuropean,Italian"
caracciolo,,andrea,,"GreaterEuropean,WestEuropean,Italian"
carandini,,andrea,,"GreaterEuropean,WestEuropean,Italian"
ferrari,,andrea,carlo,"GreaterEuropean,WestEuropean,Italian"
carlone,,andrea,,"GreaterEuropean,WestEuropean,Italian"
carnevale,,andrea,,"GreaterEuropean,WestEuropean,Italian"
casali,,andrea,,"GreaterEuropean,WestEuropean,Italian"
casiraghi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
cecon,,andrea,,"GreaterEuropean,WestEuropean,Italian"
celesti,,andrea,,"GreaterEuropean,WestEuropean,Italian"
centazzo,,andrea,,"GreaterEuropean,WestEuropean,Italian"
cesalpino,,andrea,,"GreaterEuropean,WestEuropean,Italian"
checchi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
ciccione,,andrea,,"GreaterEuropean,WestEuropean,Italian"
cocco,,andrea,,"GreaterEuropean,WestEuropean,Italian"
coda,,andrea,,"GreaterEuropean,WestEuropean,Italian"
commodi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
consigli,,andrea,,"GreaterEuropean,WestEuropean,Italian"
contarini,,andrea,,"GreaterEuropean,WestEuropean,Italian"
di montezemolo,,andrea,cordero lanza,"GreaterEuropean,WestEuropean,Italian"
cossu,,andrea,,"GreaterEuropean,WestEuropean,Italian"
costa,,andrea,,"GreaterEuropean,WestEuropean,Italian"
cupi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
da firenze,,andrea,,"GreaterEuropean,WestEuropean,Italian"
de cesaris,,andrea,,"GreaterEuropean,WestEuropean,Italian"
de falco,,andrea,,"GreaterEuropean,WestEuropean,Italian"
mozzi,,andrea,dei,"GreaterEuropean,WestEuropean,Italian"
del castagno,,andrea,,"GreaterEuropean,WestEuropean,Italian"
robbia,,andrea,della,"GreaterEuropean,WestEuropean,Italian"
di alessandro,,andrea,,"GreaterEuropean,WestEuropean,Italian"
di leone,,andrea,,"GreaterEuropean,WestEuropean,Italian"
di mariotto del minga,,andrea,,"GreaterEuropean,WestEuropean,Italian"
di paola,,andrea,,"GreaterEuropean,WestEuropean,Italian"
di robilant,,andrea,,"GreaterEuropean,WestEuropean,Italian"
di vito,,andrea,,"GreaterEuropean,WestEuropean,Italian"
dossena,,andrea,,"GreaterEuropean,WestEuropean,Italian"
dovizioso,,andrea,,"GreaterEuropean,WestEuropean,Italian"
fabbrini,,andrea,,"GreaterEuropean,WestEuropean,Italian"
facchin,,andrea,,"GreaterEuropean,WestEuropean,Italian"
fantoni,,andrea,,"GreaterEuropean,WestEuropean,Italian"
ferrari,,andrea,,"GreaterEuropean,WestEuropean,Italian"
gabrieli,,andrea,,"GreaterEuropean,WestEuropean,Italian"
gardini,,andrea,,"GreaterEuropean,WestEuropean,Italian"
gaudenzi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
podesta,,andrea,giacomo,"GreaterEuropean,WestEuropean,Italian"
giaconi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
giallombardo,,andrea,,"GreaterEuropean,WestEuropean,Italian"
giani,,andrea,,"GreaterEuropean,WestEuropean,Italian"
giganti,,andrea,,"GreaterEuropean,WestEuropean,Italian"
gritti,,andrea,,"GreaterEuropean,WestEuropean,Italian"
guatelli,,andrea,,"GreaterEuropean,WestEuropean,Italian"
ivan,,andrea,,"GreaterEuropean,WestEuropean,Italian"
lanzani,,andrea,,"GreaterEuropean,WestEuropean,Italian"
lilio,,andrea,,"GreaterEuropean,WestEuropean,Italian"
locatelli,,andrea,,"GreaterEuropean,WestEuropean,Italian"
cicero,,andrea,lo,"GreaterEuropean,WestEuropean,Italian"
longo,,andrea,,"GreaterEuropean,WestEuropean,Italian"
caballero,,andrea,lopez,"GreaterEuropean,WestEuropean,Italian"
losco,,andrea,,"GreaterEuropean,WestEuropean,Italian"
lucchetta,,andrea,,"GreaterEuropean,WestEuropean,Italian"
luchesi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
luci,,andrea,,"GreaterEuropean,WestEuropean,Italian"
macari,,andrea,,"GreaterEuropean,WestEuropean,Italian"
mandorlini,,andrea,,"GreaterEuropean,WestEuropean,Italian"
mannai,,andrea,,"GreaterEuropean,WestEuropean,Italian"
mantegna,,andrea,,"GreaterEuropean,WestEuropean,Italian"
masi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
masiello,,andrea,,"GreaterEuropean,WestEuropean,Italian"
millet,,andrea,,"GreaterEuropean,WestEuropean,Italian"
moletta,,andrea,,"GreaterEuropean,WestEuropean,Italian"
morassi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
nozzari,,andrea,,"GreaterEuropean,WestEuropean,Italian"
palladio,,andrea,,"GreaterEuropean,WestEuropean,Italian"
parola,,andrea,,"GreaterEuropean,WestEuropean,Italian"
pazienza,,andrea,,"GreaterEuropean,WestEuropean,Italian"
peron,,andrea,,"GreaterEuropean,WestEuropean,Italian"
pininfarina,,andrea,,"GreaterEuropean,WestEuropean,Italian"
pirlo,,andrea,,"GreaterEuropean,WestEuropean,Italian"
pisano,,andrea,,"GreaterEuropean,WestEuropean,Italian"
pisanu,,andrea,,"GreaterEuropean,WestEuropean,Italian"
poli,,andrea,,"GreaterEuropean,WestEuropean,Italian"
pozzi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
pozzo,,andrea,,"GreaterEuropean,WestEuropean,Italian"
procaccini,,andrea,,"GreaterEuropean,WestEuropean,Italian"
raggi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
riccio,,andrea,,"GreaterEuropean,WestEuropean,Italian"
rossi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
russotto,,andrea,,"GreaterEuropean,WestEuropean,Italian"
sabbatini,,andrea,,"GreaterEuropean,WestEuropean,Italian"
di antonio di arzo aglio,,andrea-salvatore,,"GreaterEuropean,WestEuropean,Italian"
sansovino,,andrea,,"GreaterEuropean,WestEuropean,Italian"
santoro,,andrea,,"GreaterEuropean,WestEuropean,Italian"
sartoretti,,andrea,,"GreaterEuropean,WestEuropean,Italian"
scanavacca,,andrea,,"GreaterEuropean,WestEuropean,Italian"
capellanus,,andreas,,"GreaterEuropean,WestEuropean,Italian"
castiglioni,,andreas,,"GreaterEuropean,WestEuropean,Italian"
schiavone,,andrea,,"GreaterEuropean,WestEuropean,Italian"
sguazella,,andrea,,"GreaterEuropean,WestEuropean,Italian"
silenzi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
isaksson,,andreas,,"GreaterEuropean,WestEuropean,Italian"
jud,,andreas,,"GreaterEuropean,WestEuropean,Italian"
möller,,andreas,,"GreaterEuropean,WestEuropean,Italian"
,,andreas of bergamo,,"GreaterEuropean,WestEuropean,Italian"
solari,,andrea,,"GreaterEuropean,WestEuropean,Italian"
soncin,,andrea,,"GreaterEuropean,WestEuropean,Italian"
palaiologos,,andreas,,"GreaterEuropean,WestEuropean,Italian"
seppi,,andreas,,"GreaterEuropean,WestEuropean,Italian"
zingerle,,andreas,,"GreaterEuropean,WestEuropean,Italian"
tafi,,andrea,,"GreaterEuropean,WestEuropean,Italian"
torresani,,andrea,,"GreaterEuropean,WestEuropean,Italian"
vecchiato,,andrea,,"GreaterEuropean,WestEuropean,Italian"
verga,,andrea,,"GreaterEuropean,WestEuropean,Italian"
vicentino,,andrea,,"GreaterEuropean,WestEuropean,Italian"
zambelli,,andrea,,"GreaterEuropean,WestEuropean,Italian"
zani,,andrea,,"GreaterEuropean,WestEuropean,Italian"
zanzotto,,andrea,,"GreaterEuropean,WestEuropean,Italian"
avellino,,andrew,,"GreaterEuropean,WestEuropean,Italian"
cogliano,,andrew,,"GreaterEuropean,WestEuropean,Italian"
corsini,,andrew,,"GreaterEuropean,WestEuropean,Italian"
durante,,andrew,,"GreaterEuropean,WestEuropean,Italian"
howe,,andrew,,"GreaterEuropean,WestEuropean,Italian"
ii of naples,,andrew,,"GreaterEuropean,WestEuropean,Italian"
lanza,,andrew,,"GreaterEuropean,WestEuropean,Italian"
,,andrew of arborea,,"GreaterEuropean,WestEuropean,Italian"
,,andrew of rupecanina,,"GreaterEuropean,WestEuropean,Italian"
orsatti,,andrew,,"GreaterEuropean,WestEuropean,Italian"
russo,,andrew,,"GreaterEuropean,WestEuropean,Italian"
,,andrew the scot,,"GreaterEuropean,WestEuropean,Italian"
toti,,andrew,,"GreaterEuropean,WestEuropean,Italian"
volpe,,andrew,,"GreaterEuropean,WestEuropean,Italian"
shevchenko,,andriy,,"GreaterEuropean,WestEuropean,Italian"
eboué,,andré-joël,,"GreaterEuropean,WestEuropean,Italian"
,,androcles,,"GreaterEuropean,WestEuropean,Italian"
palaiologos,,andronikos,iii,"GreaterEuropean,WestEuropean,Italian"
palaiologos,,andronikos,ii,"GreaterEuropean,WestEuropean,Italian"
palaiologos,,andronikos,iv,"GreaterEuropean,WestEuropean,Italian"
palaiologos,,andronikos,,"GreaterEuropean,WestEuropean,Italian"
palaiologos,,andronikos,v,"GreaterEuropean,WestEuropean,Italian"
guglielminpietro,,andrés,,"GreaterEuropean,WestEuropean,Italian"
fleurquin,,andrés,josé,"GreaterEuropean,WestEuropean,Italian"
lópez,,andrés,rodrigo,"GreaterEuropean,WestEuropean,Italian"
scotti,,andrés,,"GreaterEuropean,WestEuropean,Italian"
bellatti,,andy,,"GreaterEuropean,WestEuropean,Italian"
dominianni,,andy,,"GreaterEuropean,WestEuropean,Italian"
lovreÄ?iÄ?,,anej,,"GreaterEuropean,WestEuropean,Italian"
guarisi,,anfilogino,,"GreaterEuropean,WestEuropean,Italian"
alioto,,angela,,"GreaterEuropean,WestEuropean,Italian"
giussani,,angela and luciana,,"GreaterEuropean,WestEuropean,Italian"
bianchini,,angela,,"GreaterEuropean,WestEuropean,Italian"
,,angela of foligno,,"GreaterEuropean,WestEuropean,Italian"
catalani,,angelica,,"GreaterEuropean,WestEuropean,Italian"
de la cruz,,angelika,,"GreaterEuropean,WestEuropean,Italian"
di marsciano,,angelina,,"GreaterEuropean,WestEuropean,Italian"
alfano,,angelino,,"GreaterEuropean,WestEuropean,Italian"
di cassano,,angelo,acciaioli,"GreaterEuropean,WestEuropean,Italian"
badalamenti,,angelo,,"GreaterEuropean,WestEuropean,Italian"
banchero,,angelo,,"GreaterEuropean,WestEuropean,Italian"
barletta,,angelo,,"GreaterEuropean,WestEuropean,Italian"
bertelli,,angelo,,"GreaterEuropean,WestEuropean,Italian"
branca,,angelo,,"GreaterEuropean,WestEuropean,Italian"
branduardi,,angelo,,"GreaterEuropean,WestEuropean,Italian"
buccarello,,angelo,,"GreaterEuropean,WestEuropean,Italian"
buono,,angelo,,"GreaterEuropean,WestEuropean,Italian"
carosi,,angelo,,"GreaterEuropean,WestEuropean,Italian"
cataldi,,angelo,,"GreaterEuropean,WestEuropean,Italian"
colombo,,angelo,,"GreaterEuropean,WestEuropean,Italian"
costanzo,,angelo,,"GreaterEuropean,WestEuropean,Italian"
d'arrigo,,angelo,,"GreaterEuropean,WestEuropean,Italian"
decarlo,,angelo,,"GreaterEuropean,WestEuropean,Italian"
dell'acqua,,angelo,,"GreaterEuropean,WestEuropean,Italian"
di costanzo,,angelo,,"GreaterEuropean,WestEuropean,Italian"
di livio,,angelo,,"GreaterEuropean,WestEuropean,Italian"
di pietro,,angelo,,"GreaterEuropean,WestEuropean,Italian"
dolci,,angelo,,"GreaterEuropean,WestEuropean,Italian"
dolfini,,angelo,,"GreaterEuropean,WestEuropean,Italian"
roncallo,,angelo,d.,"GreaterEuropean,WestEuropean,Italian"
dundee,,angelo,,"GreaterEuropean,WestEuropean,Italian"
emo,,angelo,,"GreaterEuropean,WestEuropean,Italian"
errichetti,,angelo,,"GreaterEuropean,WestEuropean,Italian"
everardi,,angelo,,"GreaterEuropean,WestEuropean,Italian"
fabroni,,angelo,,"GreaterEuropean,WestEuropean,Italian"
fantoni,,angelo,,"GreaterEuropean,WestEuropean,Italian"
felici,,angelo,,"GreaterEuropean,WestEuropean,Italian"
frigerio,,angelo,,"GreaterEuropean,WestEuropean,Italian"
furlan,,angelo,,"GreaterEuropean,WestEuropean,Italian"
galli,,angelo,,"GreaterEuropean,WestEuropean,Italian"
genocchi,,angelo,,"GreaterEuropean,WestEuropean,Italian"
gilardino,,angelo,,"GreaterEuropean,WestEuropean,Italian"
lapietra,,angelo,j.,"GreaterEuropean,WestEuropean,Italian"
la barbera,,angelo,,"GreaterEuropean,WestEuropean,Italian"
litrico,,angelo,,"GreaterEuropean,WestEuropean,Italian"
mai,,angelo,,"GreaterEuropean,WestEuropean,Italian"
bandini,,angelo,maria,"GreaterEuropean,WestEuropean,Italian"
durini,,angelo,maria,"GreaterEuropean,WestEuropean,Italian"
quirini,,angelo,maria,"GreaterEuropean,WestEuropean,Italian"
massarotti,,angelo,,"GreaterEuropean,WestEuropean,Italian"
mattea,,angelo,,"GreaterEuropean,WestEuropean,Italian"
meli,,angelo,,"GreaterEuropean,WestEuropean,Italian"
colonna,,angelo,michele,"GreaterEuropean,WestEuropean,Italian"
mosso,,angelo,,"GreaterEuropean,WestEuropean,Italian"
nardi,,angelo,,"GreaterEuropean,WestEuropean,Italian"
natale,,angelo,,"GreaterEuropean,WestEuropean,Italian"
palombo,,angelo,,"GreaterEuropean,WestEuropean,Italian"
peruzzi,,angelo,,"GreaterEuropean,WestEuropean,Italian"
quaglio,,angelo,,"GreaterEuropean,WestEuropean,Italian"
quaglio the elder,,angelo,,"GreaterEuropean,WestEuropean,Italian"
ruggiero,,angelo,,"GreaterEuropean,WestEuropean,Italian"
scola,,angelo,,"GreaterEuropean,WestEuropean,Italian"
secchi,,angelo,,"GreaterEuropean,WestEuropean,Italian"
sodano,,angelo,,"GreaterEuropean,WestEuropean,Italian"
sormani,,angelo,,"GreaterEuropean,WestEuropean,Italian"
trevisani,,angelo,,"GreaterEuropean,WestEuropean,Italian"
,,angelus of jerusalem,,"GreaterEuropean,WestEuropean,Italian"
ii,,angilbert,,"GreaterEuropean,WestEuropean,Italian"
mazzoni,,angiolo,,"GreaterEuropean,WestEuropean,Italian"
man,,angle,,"GreaterEuropean,WestEuropean,Italian"
juliana,,anicia,,"GreaterEuropean,WestEuropean,Italian"
boethius,,anicius,manlius severinus,"GreaterEuropean,WestEuropean,Italian"
cutolo,,aniello,,"GreaterEuropean,WestEuropean,Italian"
dellacroce,,aniello,,"GreaterEuropean,WestEuropean,Italian"
falcone,,aniello,,"GreaterEuropean,WestEuropean,Italian"
portio,,aniello,,"GreaterEuropean,WestEuropean,Italian"
caprioli,,anita,,"GreaterEuropean,WestEuropean,Italian"
cerquetti,,anita,,"GreaterEuropean,WestEuropean,Italian"
malfatti,,anita,,"GreaterEuropean,WestEuropean,Italian"
angelina,,anna,,"GreaterEuropean,WestEuropean,Italian"
bon,,anna,,"GreaterEuropean,WestEuropean,Italian"
brandoli,,anna,,"GreaterEuropean,WestEuropean,Italian"
galiena,,anna,,"GreaterEuropean,WestEuropean,Italian"
gonzaga,,anna,,"GreaterEuropean,WestEuropean,Italian"
guarini,,anna,,"GreaterEuropean,WestEuropean,Italian"
kanakis,,anna,,"GreaterEuropean,WestEuropean,Italian"
kuliscioff,,anna,,"GreaterEuropean,WestEuropean,Italian"
tonelli,,annalena,,"GreaterEuropean,WestEuropean,Italian"
,,annalists,,"GreaterEuropean,WestEuropean,Italian"
,,annals,,"GreaterEuropean,WestEuropean,Italian"
strada,,anna,maria,"GreaterEuropean,WestEuropean,Italian"
tremonti,,anna,maria,"GreaterEuropean,WestEuropean,Italian"
castrilli,,anna-marie,,"GreaterEuropean,WestEuropean,Italian"
moffo,,anna,,"GreaterEuropean,WestEuropean,Italian"
,,anna of austria,,"GreaterEuropean,WestEuropean,Italian"
,,anna of bohemia and hungary,,"GreaterEuropean,WestEuropean,Italian"
,,anna of tyrol,,"GreaterEuropean,WestEuropean,Italian"
oxa,,anna,,"GreaterEuropean,WestEuropean,Italian"
piaggi,,anna,,"GreaterEuropean,WestEuropean,Italian"
renzi,,anna,,"GreaterEuropean,WestEuropean,Italian"
sidoti,,annarita,,"GreaterEuropean,WestEuropean,Italian"
sforza,,anna,,"GreaterEuropean,WestEuropean,Italian"
tatangelo,,anna,,"GreaterEuropean,WestEuropean,Italian"
terrana,,anna,,"GreaterEuropean,WestEuropean,Italian"
calvello,,ann,,"GreaterEuropean,WestEuropean,Italian"
,,anne,,"GreaterEuropean,WestEuropean,Italian"
lange,,anne,françoise elizabeth,"GreaterEuropean,WestEuropean,Italian"
decicco-best,,anne,marie,"GreaterEuropean,WestEuropean,Italian"
marie of orléans,,anne,,"GreaterEuropean,WestEuropean,Italian"
,,anne of alençon,,"GreaterEuropean,WestEuropean,Italian"
,,anne of austria,,"GreaterEuropean,WestEuropean,Italian"
faustina,,annia,cornificia,"GreaterEuropean,WestEuropean,Italian"
minor,,annia,cornificia faustina,"GreaterEuropean,WestEuropean,Italian"
faustina,,annia,,"GreaterEuropean,WestEuropean,Italian"
albani,,annibale,,"GreaterEuropean,WestEuropean,Italian"
caccavello,,annibale,,"GreaterEuropean,WestEuropean,Italian"
caro,,annibale,,"GreaterEuropean,WestEuropean,Italian"
di ceccano,,annibale,,"GreaterEuropean,WestEuropean,Italian"
frossi,,annibale,,"GreaterEuropean,WestEuropean,Italian"
maggi,,annibale,,"GreaterEuropean,WestEuropean,Italian"
padovano,,annibale,,"GreaterEuropean,WestEuropean,Italian"
ricco,,annibale,,"GreaterEuropean,WestEuropean,Italian"
da viterbo,,annio,,"GreaterEuropean,WestEuropean,Italian"
rufus,,annius,,"GreaterEuropean,WestEuropean,Italian"
nocenti,,ann,,"GreaterEuropean,WestEuropean,Italian"
prentiss,,ann,,"GreaterEuropean,WestEuropean,Italian"
,,anonimix,,"GreaterEuropean,WestEuropean,Italian"
,,ansa,,"GreaterEuropean,WestEuropean,Italian"
,,ansbertus,,"GreaterEuropean,WestEuropean,Italian"
,,anscarids,,"GreaterEuropean,WestEuropean,Italian"
,,anscar of ivrea,,"GreaterEuropean,WestEuropean,Italian"
iii,,anselm,,"GreaterEuropean,WestEuropean,Italian"
iv,,anselm,,"GreaterEuropean,WestEuropean,Italian"
,,anselm of canterbury,,"GreaterEuropean,WestEuropean,Italian"
,,anselm of lucca,,"GreaterEuropean,WestEuropean,Italian"
v,,anselm,,"GreaterEuropean,WestEuropean,Italian"
,,ansfrid of friuli,,"GreaterEuropean,WestEuropean,Italian"
da forlì,,ansuino,,"GreaterEuropean,WestEuropean,Italian"
zamboni,,anteo,,"GreaterEuropean,WestEuropean,Italian"
,,anthelm of belley,,"GreaterEuropean,WestEuropean,Italian"
,,anthemius,,"GreaterEuropean,WestEuropean,Italian"
accetturo,,anthony,,"GreaterEuropean,WestEuropean,Italian"
aiello,,anthony,,"GreaterEuropean,WestEuropean,Italian"
anastasio,,anthony,,"GreaterEuropean,WestEuropean,Italian"
baldinucci,,anthony,,"GreaterEuropean,WestEuropean,Italian"
bassano,,anthony,,"GreaterEuropean,WestEuropean,Italian"
bonsante,,anthony,,"GreaterEuropean,WestEuropean,Italian"
bucco,,anthony,,"GreaterEuropean,WestEuropean,Italian"
carelli,,anthony,,"GreaterEuropean,WestEuropean,Italian"
carfano,,anthony,,"GreaterEuropean,WestEuropean,Italian"
casso,,anthony,,"GreaterEuropean,WestEuropean,Italian"
cavalcante,,anthony,,"GreaterEuropean,WestEuropean,Italian"
chiappone,,anthony,,"GreaterEuropean,WestEuropean,Italian"
ciccone,,anthony,,"GreaterEuropean,WestEuropean,Italian"
civella,,anthony,,"GreaterEuropean,WestEuropean,Italian"
corallo,,anthony,,"GreaterEuropean,WestEuropean,Italian"
desimone,,anthony,,"GreaterEuropean,WestEuropean,Italian"
